Year,Age,Tm,Lg,W,L,W-L%,ERA,G,GS,GF,CG,SHO,SV,IP,H,R,ER,HR,BB,IBB,SO,HBP,BK,WP,BF,ERA+,FIP,WHIP,H9,HR9,BB9,SO9,SO/W,Awards,RA9,RA9opp,RA9def,RA9role,PPFp,RA9avg,RAA,WAA,gmLI,WAAadj,WAR,RAR,waaWL%,162WL%,Salary,key,Tm2,Tm3
2019,26,MIL,NL,8.0,5.0,0.615,3.74,23.0,23.0,0.0,0.0,0.0,0.0,122.2,130.0,60.0,51.0,17.0,41.0,0.0,78.0,2.0,0.0,3.0,524.0,121.0,4.8,1.394,9.5,1.2,3.0,5.7,1.9,,4.4,4.71,0.29,0.21,100.8,4.66,6.0,0.6,,-0.1,1.6,15.0,0.525,0.504,"$2,600,000",18158,,
2015,26,MIL,NL,2.0,1.0,0.667,4.28,6.0,5.0,0.0,0.0,0.0,0.0,27.1,24.0,14.0,13.0,2.0,14.0,2.0,27.0,2.0,0.0,2.0,120.0,94.0,3.87,1.39,7.9,0.7,4.6,8.9,1.93,,4.61,4.07,-0.02,0.11,100.3,4.21,-1.0,-0.1,0.9,0.0,0.1,1.0,0.481,0.499,,11560,,
2016,27,MIL,NL,0.0,0.0,,27.0,1.0,0.0,0.0,0.0,0.0,0.0,1.2,5.0,5.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,30.15,4.2,27.0,16.2,10.8,0.0,0.0,,27.0,4.63,0.06,-0.33,104.0,4.4,-4.0,-0.3,0.21,0.1,-0.2,-4.0,0.203,0.498,"$510,100",11560,,
2015,24,MIL,NL,0.0,2.0,0.0,7.24,3.0,3.0,0.0,0.0,0.0,0.0,13.2,22.0,11.0,11.0,1.0,7.0,0.0,5.0,0.0,0.0,1.0,67.0,56.0,4.89,2.122,14.5,0.7,4.6,3.3,0.71,,7.24,4.18,-0.03,0.17,101.4,4.43,-4.0,-0.4,,0.0,-0.3,-3.0,0.366,0.498,,17562,,
2016,25,ARI,NL,1.0,0.0,1.0,1.8,3.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,3.0,2.0,0.0,2.0,0.0,7.0,0.0,0.0,0.0,40.0,257.0,2.35,1.1,8.1,0.0,1.8,6.3,3.5,,2.7,4.6,-0.11,-0.07,100.8,4.69,2.0,0.2,1.76,0.0,0.4,3.0,0.583,0.502,,17562,,
2015,23,MIL,NL,0.0,0.0,,0.0,5.0,0.0,2.0,0.0,0.0,0.0,6.2,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,22.0,,1.03,0.45,4.1,0.0,0.0,9.5,,,0.0,4.18,-0.01,-0.31,97.8,3.8,3.0,0.3,0.52,-0.1,0.3,3.0,0.565,0.502,,18236,,
2015,22,MIL,NL,0.0,0.0,,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,,6.13,1.5,4.5,0.0,9.0,0.0,0.0,,0.0,4.15,-0.02,-0.3,100.8,3.89,1.0,0.1,0.03,-0.1,0.1,1.0,0.55,0.501,,18235,,
2018,25,MIL,NL,0.0,0.0,,3.29,7.0,0.0,5.0,0.0,0.0,0.0,13.2,13.0,5.0,5.0,0.0,7.0,0.0,8.0,1.0,0.0,1.0,59.0,128.0,3.75,1.463,8.6,0.0,4.6,5.3,1.14,,3.29,4.5,0.61,-0.31,99.5,3.57,0.0,0.0,0.33,-0.1,0.1,2.0,0.506,0.5,,18235,,
2019,26,MIL,NL,5.0,5.0,0.5,4.0,26.0,9.0,7.0,0.0,0.0,0.0,69.2,69.0,32.0,31.0,11.0,24.0,1.0,75.0,2.0,0.0,1.0,293.0,113.0,4.24,1.335,8.9,1.4,3.1,9.7,3.13,,4.13,4.61,0.25,-0.06,100.2,4.31,3.0,0.3,1.23,-0.1,0.8,8.0,0.51,0.502,,18235,,
2015,22,MIL,NL,1.0,1.0,0.5,5.4,2.0,2.0,0.0,0.0,0.0,0.0,10.0,14.0,6.0,6.0,0.0,5.0,0.0,10.0,1.0,0.0,1.0,46.0,76.0,2.93,1.9,12.6,0.0,4.5,9.0,2.0,,5.4,4.28,-0.02,0.17,95.7,4.27,-1.0,-0.1,,0.0,0.0,0.0,0.439,0.499,,18233,,
2017,24,MIL,NL,0.0,0.0,,4.5,1.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,114.0,4.66,2.5,18.0,0.0,4.5,0.0,0.0,,4.5,4.71,0.14,-0.33,106.0,4.5,0.0,0.0,0.02,0.0,0.0,0.0,0.499,0.5,,18233,,
2018,25,MIL,NL,2.0,5.0,0.213,5.051,17.0,7.0,8.0,0.0,0.0,0.0,53.2,57.0,30.0,30.0,6.0,22.0,1.0,38.0,1.0,0.0,3.0,234.0,99.316,4.485,1.472,9.601,1.011,3.663,6.389,2.051,,5.051,4.428,0.26,0.007,100.1,4.185,-3.752,-0.375,,-0.036,-0.147,-0.835,0.446,0.498,,18233,KCR,
2019,26,KCR,AL,1.0,7.0,0.125,6.51,30.0,11.0,7.0,0.0,0.0,0.0,85.2,99.0,68.0,62.0,18.0,34.0,0.0,82.0,6.0,0.0,5.0,388.0,73.0,5.44,1.5530000000000002,10.4,1.9,3.6,8.6,2.41,,7.14,4.67,0.11,0.03,101.8,4.68,-23.0,-2.1,0.7,0.0,-1.3,-14.0,0.429,0.487,"$562,250",18233,,
2015,25,COL,NL,3.0,4.0,0.429,5.09,64.0,0.0,11.0,0.0,0.0,1.0,58.1,58.0,35.0,33.0,10.0,31.0,2.0,44.0,6.0,1.0,6.0,259.0,91.0,5.76,1.526,8.9,1.5,4.8,6.8,1.42,,5.4,4.28,-0.13,-0.31,114.7,4.69,-4.0,-0.5,1.11,-0.2,-0.1,0.0,0.493,0.4970000000000001,,14132,,
2016,26,COL,NL,1.0,1.0,0.5,5.19,24.0,0.0,9.0,0.0,0.0,1.0,26.0,26.0,15.0,15.0,3.0,11.0,2.0,20.0,1.0,0.0,3.0,113.0,94.0,4.49,1.423,9.0,1.0,3.8,6.9,1.82,,5.19,4.43,0.08,-0.31,112.5,4.54,-2.0,-0.2,0.78,0.0,0.0,0.0,0.493,0.499,,14132,,
2017,27,COL,NL,0.0,1.0,0.0,4.94,66.0,0.0,12.0,0.0,0.0,0.0,58.1,70.0,35.0,32.0,4.0,24.0,2.0,55.0,2.0,0.0,3.0,265.0,103.0,3.5,1.611,10.8,0.6,3.7,8.5,2.29,,5.4,4.68,-0.03,-0.33,117.7,5.16,-2.0,-0.2,0.97,-0.1,0.2,4.0,0.4970000000000001,0.499,"$540,000",14132,,
2018,28,COL,NL,8.0,1.0,0.889,2.45,56.0,0.0,7.0,0.0,0.0,0.0,58.2,46.0,17.0,16.0,4.0,12.0,0.0,57.0,3.0,0.0,3.0,228.0,195.0,2.87,0.989,7.1,0.6,1.8,8.7,4.75,,2.61,4.47,-0.08,-0.31,115.9,4.92,15.0,1.6,1.44,0.2,2.4,20.0,0.529,0.51,"$555,000",14132,,
2019,29,COL,NL,5.0,1.0,0.833,2.17,47.0,0.0,16.0,0.0,0.0,4.0,54.0,37.0,17.0,13.0,5.0,22.0,2.0,56.0,0.0,0.0,3.0,214.0,246.0,3.57,1.093,6.2,0.8,3.7,9.3,2.55,,2.83,4.67,-0.17,-0.32,120.3,5.43,17.0,1.7,1.47,0.3,2.5,21.0,0.536,0.51,"$1,300,000",14132,,
2014,23,COL,NL,1.0,1.0,0.5,6.75,3.0,3.0,0.0,0.0,0.0,0.0,16.0,23.0,12.0,12.0,2.0,7.0,1.0,3.0,0.0,0.0,0.0,76.0,64.0,5.69,1.875,12.9,1.1,3.9,1.7,0.43,,6.75,4.32,0.06,0.16,118.2,5.22,-3.0,-0.3,,0.0,-0.1,-1.0,0.41,0.498,,14128,,
2015,24,COL,NL,3.0,10.0,0.231,5.9,16.0,16.0,0.0,1.0,0.0,0.0,79.1,102.0,57.0,52.0,13.0,42.0,4.0,44.0,4.0,0.0,0.0,370.0,79.0,5.89,1.815,11.6,1.5,4.8,5.0,1.05,,6.47,4.21,-0.15,0.17,111.2,5.03,-12.0,-1.2,,-0.1,-0.6,-6.0,0.423,0.4920000000000001,"$509,500",14128,,
2016,25,COL,NL,2.0,5.0,0.28600000000000003,7.17,17.0,9.0,0.0,0.0,0.0,0.0,64.0,87.0,57.0,51.0,13.0,21.0,1.0,47.0,3.0,0.0,1.0,293.0,68.0,5.44,1.6880000000000002,12.2,1.8,3.0,6.6,2.24,,8.02,4.54,0.08,0.07,112.7,5.11,-20.0,-1.9,0.78,0.0,-1.4,-15.0,0.388,0.488,,14128,,
2017,26,CHC,NL,4.0,3.0,0.5710000000000001,3.95,13.0,11.0,2.0,0.0,0.0,0.0,54.2,50.0,24.0,24.0,4.0,28.0,2.0,30.0,2.0,0.0,3.0,237.0,112.0,4.66,1.4269999999999998,8.2,0.7,4.6,4.9,1.07,,3.95,4.55,0.18,0.16,100.4,4.55,3.0,0.4,0.01,-0.1,0.8,9.0,0.527,0.502,,14128,,
2018,27,CHC,NL,2.0,3.0,0.391,5.634,30.0,0.0,9.0,0.0,0.0,2.0,49.2,59.0,34.0,31.0,11.0,19.0,1.0,29.0,2.0,0.0,6.0,228.0,83.837,6.162,1.573,10.737,1.996,3.47,5.275,1.524,,6.17,4.695,0.075,-0.323,109.476,4.72,-4.602,-0.46,0.795,0.0,-0.23,-1.65,0.472,0.497,"$570,750",14128,TEX,
2015,23,COL,NL,0.0,2.0,0.0,5.53,9.0,9.0,0.0,0.0,0.0,0.0,40.2,52.0,26.0,25.0,4.0,14.0,2.0,40.0,2.0,0.0,3.0,185.0,84.0,3.63,1.6230000000000002,11.5,0.9,3.1,8.9,2.86,,5.75,4.28,-0.13,0.17,116.5,5.33,-2.0,-0.2,,0.0,0.2,1.0,0.48,0.499,,14130,,
2016,24,COL,NL,10.0,10.0,0.5,4.61,29.0,29.0,0.0,1.0,1.0,0.0,168.0,153.0,92.0,86.0,18.0,59.0,2.0,185.0,12.0,0.0,7.0,712.0,105.0,3.6,1.262,8.2,1.0,3.2,9.9,3.14,RoY-6,4.93,4.45,0.07,0.19,113.8,5.2,6.0,0.6,,-0.1,2.0,20.0,0.522,0.504,"$509,500",14130,,
2017,25,COL,NL,10.0,4.0,0.7140000000000001,3.67,20.0,20.0,0.0,0.0,0.0,0.0,110.1,113.0,47.0,45.0,10.0,30.0,0.0,112.0,2.0,1.0,3.0,461.0,138.0,3.18,1.296,9.2,0.8,2.4,9.1,3.73,,3.83,4.65,-0.03,0.2,113.2,5.52,20.0,2.2,,-0.1,3.1,31.0,0.61,0.514,"$540,000",14130,,
2018,26,COL,NL,12.0,9.0,0.5710000000000001,5.12,31.0,31.0,0.0,0.0,0.0,0.0,172.1,180.0,102.0,98.0,27.0,52.0,1.0,183.0,6.0,2.0,6.0,743.0,93.0,4.08,1.346,9.4,1.4,2.7,9.6,3.52,,5.33,4.42,-0.09,0.19,117.1,5.51,3.0,0.4,,-0.1,1.7,18.0,0.512,0.502,"$555,000",14130,,
2019,27,COL,NL,10.0,8.0,0.556,4.06,25.0,24.0,1.0,0.0,0.0,0.0,142.0,142.0,70.0,64.0,19.0,56.0,4.0,143.0,4.0,0.0,7.0,609.0,131.0,4.21,1.394,9.0,1.2,3.5,9.1,2.55,,4.44,4.73,-0.19,0.21,117.1,6.0,27.0,2.9,4.47,-0.1,4.1,38.0,0.617,0.518,"$2,935,000",14130,,
2014,23,LAA,AL,0.0,0.0,,3.18,5.0,0.0,2.0,0.0,0.0,0.0,5.2,4.0,2.0,2.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,24.0,122.0,1.9,1.235,6.4,0.0,4.8,12.7,2.67,,3.18,4.16,-0.06,-0.31,93.1,3.64,0.0,0.0,0.04,0.0,0.1,1.0,0.505,0.5,,16088,,
2015,24,COL,NL,0.0,1.0,0.0,2.37,21.0,0.0,5.0,0.0,0.0,0.0,19.0,16.0,6.0,5.0,2.0,6.0,0.0,18.0,0.0,0.0,0.0,78.0,198.0,3.56,1.158,7.6,0.9,2.8,8.5,3.0,,2.84,4.23,-0.12,-0.31,118.8,4.8,4.0,0.5,1.17,0.0,0.6,6.0,0.522,0.503,,16088,,
2017,26,COL,NL,0.0,0.0,,9.0,4.0,0.0,3.0,0.0,0.0,0.0,5.0,12.0,6.0,5.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,30.0,59.0,5.96,3.4,21.6,0.0,9.0,3.6,0.4,,10.8,4.25,-0.05,-0.3,112.3,4.49,-4.0,-0.3,0.04,0.1,-0.1,-3.0,0.417,0.498,"$540,000",16088,,
2019,28,COL,NL,4.0,3.0,0.5710000000000001,5.02,38.0,0.0,7.0,0.0,0.0,0.0,37.2,37.0,23.0,21.0,7.0,13.0,0.0,44.0,1.0,0.0,4.0,162.0,107.0,4.41,1.327,8.8,1.7,3.1,10.5,3.38,,5.5,4.7,-0.18,-0.32,120.4,5.5,1.0,0.1,1.04,-0.1,0.3,4.0,0.502,0.5,,16088,,
2015,27,COL,NL,0.0,0.0,,9.39,9.0,0.0,4.0,0.0,0.0,0.0,7.2,16.0,8.0,8.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,39.0,51.0,3.79,2.3480000000000003,18.8,1.2,2.3,8.2,3.5,,9.39,4.28,-0.16,-0.31,123.9,5.12,-4.0,-0.4,0.2,0.1,-0.2,-3.0,0.458,0.498,,18149,,
2016,28,COL,NL,0.0,0.0,,9.31,6.0,0.0,5.0,0.0,0.0,0.0,9.2,16.0,10.0,10.0,1.0,2.0,0.0,7.0,0.0,0.0,0.0,45.0,54.0,3.66,1.862,14.9,0.9,1.9,6.5,3.5,,9.31,4.62,0.09,-0.33,122.8,5.16,-4.0,-0.4,0.79,0.0,-0.3,-4.0,0.428,0.4970000000000001,"$660,000",18149,,
2017,29,LAA,AL,0.0,0.0,,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.2,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,,7.66,4.5,27.0,0.0,13.5,0.0,0.0,,0.0,8.55,0.47,-0.59,114.0,8.53,1.0,0.1,1.02,0.0,0.1,1.0,0.521,0.5,,18149,,
2015,20,TOR,AL,0.0,3.0,0.0,6.085,18.0,0.0,12.0,0.0,0.0,4.0,17.2,21.0,13.0,12.0,4.0,10.0,2.0,18.0,0.0,1.0,2.0,83.0,81.767,5.724,1.754,10.663,2.063,5.112,9.185,1.852,,6.598,4.269,0.042,-0.317,107.564,4.212,-2.297,-0.23,1.219,-0.041,-0.13,-0.89,0.471,0.499,,16628,COL,
2016,21,COL,NL,0.0,0.0,,6.14,19.0,0.0,4.0,0.0,0.0,0.0,14.2,18.0,10.0,10.0,3.0,5.0,0.0,12.0,1.0,0.0,0.0,67.0,81.0,5.4,1.568,11.0,1.8,3.1,7.4,2.4,,6.14,4.5,0.08,-0.32,118.3,4.85,-2.0,-0.2,1.35,-0.1,-0.1,-1.0,0.489,0.499,"$509,500",16628,,
2017,22,BAL,AL,3.0,3.0,0.5,3.53,39.0,1.0,8.0,0.0,0.0,0.0,66.1,53.0,29.0,26.0,8.0,28.0,4.0,38.0,2.0,0.0,2.0,274.0,123.0,4.94,1.221,7.2,1.1,3.8,5.2,1.36,,3.93,4.76,-0.16,-0.26,98.1,4.57,4.0,0.4,0.97,-0.2,0.9,12.0,0.511,0.503,,16628,,
2018,23,BAL,AL,2.0,7.0,0.222,3.96,63.0,1.0,16.0,0.0,0.0,0.0,86.1,75.0,41.0,38.0,9.0,50.0,7.0,57.0,5.0,3.0,9.0,376.0,108.0,5.11,1.4480000000000002,7.8,0.9,5.2,5.9,1.14,,4.27,4.77,-0.59,-0.28,97.6,4.96,6.0,0.6,0.97,-0.2,1.3,15.0,0.51,0.504,"$553,000",16628,,
2019,24,BAL,AL,1.0,1.0,0.5,4.76,48.0,0.0,24.0,0.0,0.0,2.0,56.2,53.0,33.0,30.0,9.0,32.0,2.0,54.0,0.0,2.0,9.0,251.0,99.0,5.07,1.5,8.4,1.4,5.1,8.6,1.69,,5.24,5.07,-0.55,-0.34,102.5,5.41,1.0,0.1,0.9,-0.2,0.5,7.0,0.502,0.501,"$569,000",16628,,
2014,23,DET,AL,0.0,1.0,0.0,11.57,4.0,2.0,1.0,0.0,0.0,0.0,9.1,12.0,12.0,12.0,2.0,5.0,0.0,11.0,2.0,0.0,0.0,46.0,35.0,5.81,1.821,11.6,1.9,4.8,10.6,2.2,,11.57,4.51,-0.38,-0.06,102.5,4.95,-7.0,-0.7,0.07,0.1,-0.4,-6.0,0.336,0.496,,15720,,
2015,24,DET,AL,0.0,4.0,0.0,7.36,14.0,5.0,0.0,0.0,0.0,0.0,40.1,53.0,35.0,33.0,10.0,17.0,2.0,24.0,3.0,0.0,1.0,186.0,54.0,6.65,1.736,11.8,2.2,3.8,5.4,1.41,,7.81,4.4,0.02,-0.03,102.2,4.44,-16.0,-1.5,0.45,0.1,-1.0,-11.0,0.392,0.491,,15720,,
2016,25,DET,AL,0.0,1.0,0.0,4.6,14.0,1.0,7.0,0.0,0.0,0.0,29.1,25.0,15.0,15.0,4.0,20.0,1.0,27.0,1.0,0.0,2.0,131.0,93.0,5.23,1.534,7.7,1.2,6.1,8.3,1.35,,4.6,4.48,-0.33,-0.24,101.7,4.64,0.0,0.0,0.24,-0.1,0.2,3.0,0.499,0.5,"$509,500",15720,,
2017,26,DET,AL,5.0,5.0,0.5,6.75,11.0,11.0,0.0,0.0,0.0,0.0,48.0,55.0,38.0,36.0,9.0,20.0,0.0,49.0,4.0,0.0,1.0,219.0,67.0,5.05,1.5630000000000002,10.3,1.7,3.8,9.2,2.45,,7.13,4.79,-0.34,0.2,102.4,5.47,-9.0,-0.9,,0.0,-0.4,-4.0,0.421,0.495,,15720,,
2018,27,DET,AL,3.0,4.0,0.429,4.15,66.0,1.0,12.0,0.0,0.0,0.0,69.1,67.0,34.0,32.0,6.0,41.0,1.0,57.0,1.0,0.0,2.0,308.0,107.0,4.46,1.558,8.7,0.8,5.3,7.4,1.39,,4.41,4.62,-0.1,-0.3,102.1,4.51,0.0,0.0,0.85,-0.1,0.6,8.0,0.5,0.5,"$554,800",15720,,
2019,28,DET,AL,4.0,4.0,0.5,3.78,53.0,1.0,7.0,0.0,0.0,0.0,47.2,49.0,24.0,20.0,4.0,16.0,2.0,54.0,4.0,0.0,1.0,208.0,127.0,3.3,1.364,9.3,0.8,3.0,10.2,3.38,,4.53,4.88,-0.42,-0.3,103.6,5.18,3.0,0.3,1.23,-0.1,0.7,9.0,0.506,0.502,"$570,800",15720,,
2014,21,TOR,AL,0.0,0.0,,5.4,5.0,1.0,2.0,0.0,0.0,0.0,6.2,5.0,4.0,4.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,30.0,74.0,6.13,1.5,6.8,1.4,6.8,5.4,0.8,,5.4,4.12,-0.28,-0.08,100.3,4.34,-1.0,-0.1,0.8,0.0,0.0,0.0,0.481,0.499,,16604,,
2015,22,TOR,AL,3.0,2.0,0.595,3.706,13.0,13.0,0.0,0.0,0.0,0.0,59.300000000000004,53.0,31.0,25.0,9.0,19.0,0.0,45.0,2.0,0.0,3.0,251.0,107.343,4.579,1.186,7.891,1.367,2.797,6.639,2.906,,4.595,4.211,0.054,0.164,100.503,4.396,-1.207,-0.121,,0.0,0.137,1.977,0.478,0.494,"$508,700",16604,DET,
2016,23,DET,AL,4.0,2.0,0.667,3.38,14.0,13.0,1.0,0.0,0.0,0.0,69.1,75.0,30.0,26.0,10.0,22.0,0.0,71.0,0.0,0.0,1.0,302.0,127.0,3.92,1.399,9.7,1.3,2.9,9.2,3.23,,3.89,4.51,-0.35,0.17,102.2,5.14,9.0,1.0,0.24,-0.1,1.6,16.0,0.57,0.506,"$514,500",16604,,
2017,24,DET,AL,5.0,8.0,0.385,5.31,22.0,18.0,1.0,0.0,0.0,0.0,101.2,120.0,64.0,60.0,12.0,44.0,3.0,86.0,3.0,0.0,1.0,460.0,84.0,4.39,1.6130000000000002,10.6,1.1,3.9,7.6,1.95,,5.67,4.75,-0.36,0.17,100.8,5.32,-5.0,-0.5,0.18,-0.1,0.5,7.0,0.478,0.4970000000000001,"$545,500",16604,,
2018,25,DET,AL,0.0,5.0,0.0,5.68,11.0,8.0,0.0,0.0,0.0,0.0,44.1,46.0,28.0,28.0,8.0,19.0,0.0,51.0,2.0,1.0,2.0,200.0,79.0,4.63,1.466,9.3,1.6,3.9,10.4,2.68,,5.68,4.62,-0.1,0.11,102.1,4.93,-4.0,-0.4,0.65,0.0,0.0,1.0,0.463,0.4970000000000001,"$561,400",16604,,
2019,26,DET,AL,3.0,10.0,0.231,4.94,24.0,21.0,0.0,0.0,0.0,0.0,120.1,138.0,69.0,66.0,23.0,33.0,0.0,102.0,3.0,0.0,5.0,519.0,97.0,4.9,1.421,10.3,1.7,2.5,7.6,3.09,,5.16,4.72,-0.47,0.18,102.9,5.52,5.0,0.5,0.63,-0.1,1.6,18.0,0.521,0.503,"$1,275,000",16604,,
2015,24,TOR,AL,1.0,6.0,0.176,7.389,13.0,12.0,0.0,0.0,0.0,0.0,56.400000000000006,71.0,50.0,48.0,17.0,20.0,0.0,43.0,1.0,0.0,4.0,252.0,56.778,6.477,1.562,10.908,2.585,3.141,6.658,2.422,,7.705,4.486,0.034,0.16,99.824,4.66,-12.189,-1.208,,0.0,-0.758,-7.793,0.362,0.487,,17903,DET,
2016,25,DET,AL,6.0,5.0,0.545,4.53,20.0,18.0,1.0,0.0,0.0,0.0,97.1,97.0,51.0,49.0,17.0,29.0,0.0,82.0,4.0,0.0,1.0,412.0,94.0,4.75,1.295,9.0,1.6,2.7,7.6,2.83,,4.72,4.54,-0.35,0.15,100.5,5.07,3.0,0.3,1.63,-0.1,1.2,14.0,0.516,0.502,,17903,,
2017,26,DET,AL,6.0,11.0,0.353,5.27,26.0,25.0,0.0,1.0,1.0,0.0,135.0,157.0,84.0,79.0,18.0,53.0,3.0,110.0,3.0,0.0,2.0,605.0,85.0,4.51,1.556,10.5,1.2,3.5,7.3,2.08,,5.6,4.9,-0.36,0.2,103.3,5.64,0.0,0.0,0.29,-0.1,1.2,15.0,0.498,0.5,"$544,200",17903,,
2018,27,DET,AL,9.0,13.0,0.409,4.39,31.0,31.0,0.0,0.0,0.0,0.0,170.1,146.0,87.0,83.0,27.0,51.0,0.0,159.0,11.0,2.0,6.0,709.0,101.0,4.45,1.157,7.7,1.4,2.7,8.4,3.12,,4.6,4.54,-0.09,0.2,101.9,4.93,5.0,0.5,,-0.1,2.1,23.0,0.516,0.503,"$562,000",17903,,
2019,28,DET,AL,6.0,8.0,0.429,4.16,24.0,24.0,0.0,0.0,0.0,0.0,140.2,132.0,67.0,65.0,26.0,33.0,1.0,188.0,6.0,2.0,5.0,590.0,115.0,3.78,1.173,8.4,1.7,2.1,12.0,5.7,,4.29,4.76,-0.38,0.22,104.2,5.59,21.0,2.1,,-0.1,3.4,36.0,0.588,0.513,"$2,600,000",17903,,
2014,23,DET,AL,0.0,1.0,0.0,5.4,1.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,20.0,77.0,3.33,1.6,9.0,0.0,5.4,7.2,1.33,,5.4,4.03,-0.32,0.15,102.0,4.59,-1.0,-0.1,,0.0,0.0,0.0,0.445,0.5,,14152,,
2015,24,DET,AL,2.0,0.0,1.0,2.05,20.0,0.0,2.0,0.0,0.0,0.0,26.1,18.0,6.0,6.0,1.0,14.0,2.0,13.0,1.0,0.0,1.0,106.0,197.0,4.35,1.215,6.2,0.3,4.8,4.4,0.93,,2.05,4.43,0.02,-0.33,100.5,4.11,6.0,0.6,1.13,0.0,0.9,9.0,0.531,0.504,,14152,,
2016,25,DET,AL,1.0,0.0,1.0,7.11,19.0,0.0,4.0,0.0,0.0,0.0,19.0,28.0,15.0,15.0,3.0,7.0,1.0,10.0,1.0,0.0,1.0,90.0,61.0,5.41,1.842,13.3,1.4,3.3,4.7,1.43,,7.11,4.47,-0.44,-0.32,101.4,4.65,-5.0,-0.5,0.74,0.0,-0.3,-3.0,0.471,0.4970000000000001,"$509,500",14152,,
2017,26,DET,AL,0.0,3.0,0.0,5.77,24.0,2.0,4.0,0.0,0.0,0.0,34.1,42.0,22.0,22.0,10.0,9.0,1.0,25.0,0.0,0.0,4.0,145.0,78.0,6.27,1.485,11.0,2.6,2.4,6.6,2.78,,5.77,4.7,-0.36,-0.19,106.5,5.19,-3.0,-0.2,1.08,-0.1,0.0,1.0,0.49,0.498,,14152,,
2018,27,DET,AL,3.0,3.0,0.5,4.63,41.0,1.0,4.0,0.0,0.0,0.0,56.1,46.0,29.0,29.0,6.0,19.0,0.0,53.0,3.0,0.0,6.0,233.0,96.0,3.83,1.154,7.3,1.0,3.0,8.5,2.79,,4.63,4.7,-0.09,-0.28,101.9,4.59,-1.0,-0.1,0.94,-0.1,0.4,5.0,0.498,0.5,"$551,400",14152,,
2019,28,DET,AL,2.0,2.0,0.5,8.03,14.0,3.0,3.0,0.0,0.0,0.0,24.2,35.0,24.0,22.0,5.0,15.0,1.0,20.0,2.0,0.0,2.0,124.0,60.0,6.3,2.027,12.8,1.8,5.5,7.3,1.33,,8.76,4.78,-0.52,-0.02,100.9,5.34,-9.0,-0.9,0.9,0.0,-0.6,-7.0,0.439,0.495,"$567,400",14152,,
2015,25,DET,AL,0.0,0.0,,18.0,4.0,0.0,2.0,0.0,0.0,0.0,5.0,13.0,10.0,10.0,5.0,3.0,1.0,6.0,0.0,0.0,1.0,31.0,24.0,15.53,3.2,23.4,9.0,5.4,10.8,2.0,,18.0,4.62,0.03,-0.34,103.4,4.4,-8.0,-0.7,0.1,0.3,-0.3,-7.0,0.328,0.496,,18135,,
2015,24,DET,AL,0.0,0.0,,6.35,9.0,0.0,2.0,0.0,0.0,0.0,11.1,12.0,8.0,8.0,3.0,4.0,0.0,6.0,0.0,0.0,0.0,50.0,65.0,6.58,1.412,9.5,2.4,3.2,4.8,1.5,,6.35,4.48,0.02,-0.33,99.7,4.11,-3.0,-0.3,0.11,0.1,-0.1,-2.0,0.466,0.498,,17972,,
2017,26,DET,AL,0.0,0.0,,6.75,11.0,0.0,4.0,0.0,0.0,0.0,9.1,17.0,7.0,7.0,2.0,5.0,1.0,6.0,0.0,0.0,0.0,49.0,69.0,6.27,2.357,16.4,1.9,4.8,5.8,1.2,,6.75,4.77,-0.46,-0.33,108.9,5.33,-2.0,-0.2,0.18,0.0,0.0,-1.0,0.486,0.499,,17972,,
2015,25,DET,AL,0.0,1.0,0.0,4.0,7.0,0.0,3.0,0.0,0.0,0.0,9.0,10.0,4.0,4.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,39.0,104.0,6.47,1.556,10.0,2.0,4.0,4.0,1.0,,4.0,4.44,0.02,-0.33,101.3,4.15,0.0,0.0,0.78,0.0,0.1,1.0,0.501,0.5,,14144,,
2016,26,LAA,AL,2.0,3.0,0.4,4.24,25.0,0.0,4.0,0.0,0.0,0.0,23.1,17.0,11.0,11.0,4.0,16.0,0.0,22.0,0.0,1.0,2.0,100.0,96.0,5.55,1.414,6.6,1.5,6.2,8.5,1.38,,4.24,4.64,0.15,-0.34,95.7,3.98,-1.0,-0.1,1.13,-0.1,0.1,2.0,0.496,0.499,,14144,,
